,Year,Category,Data Type,val
5178,1/1/1993,General Merch,Sales - Monthly Percent Change,1
5179,1/1/1993,General Merch,Sales - Monthly Percent Change,1.3
5187,1/1/1993,Food & Drinks,Sales - Monthly Percent Change,-1.7
5281,1/1/1993,Food & Drinks,Sales- Monthly,31346
5283,1/1/1993,Food & Drinks,Sales- Monthly,28618
5289,1/1/1993,Pharmacy,Sales- Monthly,6660
5319,1/1/1993,General Merch,Sales- Monthly,22647
5323,1/1/1993,General Merch,Sales- Monthly,15985
5343,1/1/1993,Food & Drinks,Sales- Monthly,18199
5362,1/1/1993,Food & Drinks,Inventories- Monthly,27456
5364,1/1/1993,General Merch,Inventories- Monthly,53101
5365,1/1/1993,General Merch,Inventories- Monthly,40384
5380,1/1/1993,Food & Drinks,Inventories/Sales Ratio,0.88
5382,1/1/1993,General Merch,Inventories/Sales Ratio,2.34
5383,1/1/1993,General Merch,Inventories/Sales Ratio,2.53
5415,1/1/1993,Food & Drinks,Sales- Monthly,31363
5417,1/1/1993,Food & Drinks,Sales- Monthly,28625
5423,1/1/1993,Pharmacy,Sales- Monthly,6689
5453,1/1/1993,General Merch,Sales- Monthly,22760
5457,1/1/1993,General Merch,Sales- Monthly,15987
5477,1/1/1993,Food & Drinks,Sales- Monthly,18153
5496,1/1/1993,Food & Drinks,Inventories- Monthly,27425
5498,1/1/1993,General Merch,Inventories- Monthly,53454
5499,1/1/1993,General Merch,Inventories- Monthly,40601
5514,1/1/1993,Food & Drinks,Inventories/Sales Ratio,0.87
5516,1/1/1993,General Merch,Inventories/Sales Ratio,2.35
5517,1/1/1993,General Merch,Inventories/Sales Ratio,2.54
5523,1/1/1993,Food & Drinks,Inventories - Monthly Percent Change,-0.1
5525,1/1/1993,General Merch,Inventories - Monthly Percent Change,0.7
5526,1/1/1993,General Merch,Inventories - Monthly Percent Change,0.5
5549,1/1/1993,Food & Drinks,Sales - Monthly Percent Change,0.1
5550,1/1/1993,Food & Drinks,Sales - Monthly Percent Change,0
5553,1/1/1993,Pharmacy,Sales - Monthly Percent Change,0.4
5562,1/1/1993,General Merch,Sales - Monthly Percent Change,0.5
5563,1/1/1993,General Merch,Sales - Monthly Percent Change,0
5571,1/1/1993,Food & Drinks,Sales - Monthly Percent Change,-0.3
5649,1/1/1993,Food & Drinks,Sales - Monthly Percent Change,0.4
5650,1/1/1993,Food & Drinks,Sales - Monthly Percent Change,0.5
5653,1/1/1993,Pharmacy,Sales - Monthly Percent Change,2.8
5662,1/1/1993,General Merch,Sales - Monthly Percent Change,0.6
5663,1/1/1993,General Merch,Sales - Monthly Percent Change,0
5671,1/1/1993,Food & Drinks,Sales - Monthly Percent Change,0.5
5765,1/1/1993,Food & Drinks,Sales- Monthly,31499
5767,1/1/1993,Food & Drinks,Sales- Monthly,28773
5773,1/1/1993,Pharmacy,Sales- Monthly,6875
5803,1/1/1993,General Merch,Sales- Monthly,22905
5807,1/1/1993,General Merch,Sales- Monthly,15988
5827,1/1/1993,Food & Drinks,Sales- Monthly,18238
5846,1/1/1993,Food & Drinks,Inventories- Monthly,27498
5848,1/1/1993,General Merch,Inventories- Monthly,53283
5849,1/1/1993,General Merch,Inventories- Monthly,40458
5864,1/1/1993,Food & Drinks,Inventories/Sales Ratio,0.87
5866,1/1/1993,General Merch,Inventories/Sales Ratio,2.33
5867,1/1/1993,General Merch,Inventories/Sales Ratio,2.53
5873,1/1/1993,Food & Drinks,Inventories - Monthly Percent Change,0.3
5875,1/1/1993,General Merch,Inventories - Monthly Percent Change,-0.3
5876,1/1/1993,General Merch,Inventories - Monthly Percent Change,-0.4
5889,1/1/1994,Food & Drinks,Inventories - Monthly Percent Change,0.3
5891,1/1/1994,General Merch,Inventories - Monthly Percent Change,-2.7
5892,1/1/1994,General Merch,Inventories - Monthly Percent Change,-2.8
5915,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,-0.1
5916,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,-0.2
5919,1/1/1994,Pharmacy,Sales - Monthly Percent Change,-1.6
5928,1/1/1994,General Merch,Sales - Monthly Percent Change,-0.9
5929,1/1/1994,General Merch,Sales - Monthly Percent Change,0.3
5937,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,-3.4
6031,1/1/1994,Food & Drinks,Sales- Monthly,31468
6033,1/1/1994,Food & Drinks,Sales- Monthly,28722
6039,1/1/1994,Pharmacy,Sales- Monthly,6768
6069,1/1/1994,General Merch,Sales- Monthly,22706
6073,1/1/1994,General Merch,Sales- Monthly,16036
6093,1/1/1994,Food & Drinks,Sales- Monthly,17624
6112,1/1/1994,Food & Drinks,Inventories- Monthly,27584
6114,1/1/1994,General Merch,Inventories- Monthly,51855
6115,1/1/1994,General Merch,Inventories- Monthly,39327
6130,1/1/1994,Food & Drinks,Inventories/Sales Ratio,0.88
6132,1/1/1994,General Merch,Inventories/Sales Ratio,2.28
6133,1/1/1994,General Merch,Inventories/Sales Ratio,2.45
6165,1/1/1994,Food & Drinks,Sales- Monthly,31688
6167,1/1/1994,Food & Drinks,Sales- Monthly,28923
6173,1/1/1994,Pharmacy,Sales- Monthly,6580
6203,1/1/1994,General Merch,Sales- Monthly,23070
6207,1/1/1994,General Merch,Sales- Monthly,16203
6227,1/1/1994,Food & Drinks,Sales- Monthly,18425
6246,1/1/1994,Food & Drinks,Inventories- Monthly,27571
6248,1/1/1994,General Merch,Inventories- Monthly,52751
6249,1/1/1994,General Merch,Inventories- Monthly,39944
6264,1/1/1994,Food & Drinks,Inventories/Sales Ratio,0.87
6266,1/1/1994,General Merch,Inventories/Sales Ratio,2.29
6267,1/1/1994,General Merch,Inventories/Sales Ratio,2.47
6273,1/1/1994,Food & Drinks,Inventories - Monthly Percent Change,0
6275,1/1/1994,General Merch,Inventories - Monthly Percent Change,1.7
6276,1/1/1994,General Merch,Inventories - Monthly Percent Change,1.6
6299,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,0.7
6300,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,0.7
6303,1/1/1994,Pharmacy,Sales - Monthly Percent Change,-2.8
6312,1/1/1994,General Merch,Sales - Monthly Percent Change,1.6
6313,1/1/1994,General Merch,Sales - Monthly Percent Change,1
6321,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,4.5
6399,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,0
6400,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,0
6403,1/1/1994,Pharmacy,Sales - Monthly Percent Change,2.9
6412,1/1/1994,General Merch,Sales - Monthly Percent Change,2.5
6413,1/1/1994,General Merch,Sales - Monthly Percent Change,2.8
6421,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,2.1
6515,1/1/1994,Food & Drinks,Sales- Monthly,31700
6517,1/1/1994,Food & Drinks,Sales- Monthly,28914
6523,1/1/1994,Pharmacy,Sales- Monthly,6770
6553,1/1/1994,General Merch,Sales- Monthly,23657
6557,1/1/1994,General Merch,Sales- Monthly,16663
6577,1/1/1994,Food & Drinks,Sales- Monthly,18813
6596,1/1/1994,Food & Drinks,Inventories- Monthly,27798
6598,1/1/1994,General Merch,Inventories- Monthly,52858
6599,1/1/1994,General Merch,Inventories- Monthly,39899
6614,1/1/1994,Food & Drinks,Inventories/Sales Ratio,0.88
6616,1/1/1994,General Merch,Inventories/Sales Ratio,2.23
6617,1/1/1994,General Merch,Inventories/Sales Ratio,2.39
6623,1/1/1994,Food & Drinks,Inventories - Monthly Percent Change,0.8
6625,1/1/1994,General Merch,Inventories - Monthly Percent Change,0.2
6626,1/1/1994,General Merch,Inventories - Monthly Percent Change,-0.1
6639,1/1/1994,Food & Drinks,Inventories - Monthly Percent Change,-0.5
6641,1/1/1994,General Merch,Inventories - Monthly Percent Change,0.8
6642,1/1/1994,General Merch,Inventories - Monthly Percent Change,1
6665,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,0.6
6666,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,0.7
6669,1/1/1994,Pharmacy,Sales - Monthly Percent Change,-0.8
6678,1/1/1994,General Merch,Sales - Monthly Percent Change,-1.3
6679,1/1/1994,General Merch,Sales - Monthly Percent Change,-2
6687,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,-1.5
6781,1/1/1994,Food & Drinks,Sales- Monthly,31899
6783,1/1/1994,Food & Drinks,Sales- Monthly,29111
6789,1/1/1994,Pharmacy,Sales- Monthly,6716
6819,1/1/1994,General Merch,Sales- Monthly,23354
6823,1/1/1994,General Merch,Sales- Monthly,16337
6843,1/1/1994,Food & Drinks,Sales- Monthly,18533
6862,1/1/1994,Food & Drinks,Inventories- Monthly,27647
6864,1/1/1994,General Merch,Inventories- Monthly,53302
6865,1/1/1994,General Merch,Inventories- Monthly,40306
6880,1/1/1994,Food & Drinks,Inventories/Sales Ratio,0.87
6882,1/1/1994,General Merch,Inventories/Sales Ratio,2.28
6883,1/1/1994,General Merch,Inventories/Sales Ratio,2.47
6915,1/1/1994,Food & Drinks,Sales- Monthly,31858
6917,1/1/1994,Food & Drinks,Sales- Monthly,29025
6923,1/1/1994,Pharmacy,Sales- Monthly,6761
6953,1/1/1994,General Merch,Sales- Monthly,23271
6957,1/1/1994,General Merch,Sales- Monthly,16301
6977,1/1/1994,Food & Drinks,Sales- Monthly,18600
6996,1/1/1994,Food & Drinks,Inventories- Monthly,27766
6998,1/1/1994,General Merch,Inventories- Monthly,54492
6999,1/1/1994,General Merch,Inventories- Monthly,41002
7014,1/1/1994,Food & Drinks,Inventories/Sales Ratio,0.87
7016,1/1/1994,General Merch,Inventories/Sales Ratio,2.34
7017,1/1/1994,General Merch,Inventories/Sales Ratio,2.52
7023,1/1/1994,Food & Drinks,Inventories - Monthly Percent Change,0.4
7025,1/1/1994,General Merch,Inventories - Monthly Percent Change,2.2
7026,1/1/1994,General Merch,Inventories - Monthly Percent Change,1.7
7049,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,-0.1
7050,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,-0.3
7053,1/1/1994,Pharmacy,Sales - Monthly Percent Change,0.7
7062,1/1/1994,General Merch,Sales - Monthly Percent Change,-0.4
7063,1/1/1994,General Merch,Sales - Monthly Percent Change,-0.2
7071,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,0.4
7149,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,0.8
7150,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,1
7153,1/1/1994,Pharmacy,Sales - Monthly Percent Change,0.5
7162,1/1/1994,General Merch,Sales - Monthly Percent Change,1.5
7163,1/1/1994,General Merch,Sales - Monthly Percent Change,1.1
7171,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,1.6
7265,1/1/1994,Food & Drinks,Sales- Monthly,32123
7267,1/1/1994,Food & Drinks,Sales- Monthly,29311
7273,1/1/1994,Pharmacy,Sales- Monthly,6792
7303,1/1/1994,General Merch,Sales- Monthly,23626
7307,1/1/1994,General Merch,Sales- Monthly,16478
7327,1/1/1994,Food & Drinks,Sales- Monthly,18889
7346,1/1/1994,Food & Drinks,Inventories- Monthly,27970
7348,1/1/1994,General Merch,Inventories- Monthly,55651
7349,1/1/1994,General Merch,Inventories- Monthly,41812
7364,1/1/1994,Food & Drinks,Inventories/Sales Ratio,0.87
7366,1/1/1994,General Merch,Inventories/Sales Ratio,2.36
7367,1/1/1994,General Merch,Inventories/Sales Ratio,2.54
7373,1/1/1994,Food & Drinks,Inventories - Monthly Percent Change,0.7
7375,1/1/1994,General Merch,Inventories - Monthly Percent Change,2.1
7376,1/1/1994,General Merch,Inventories - Monthly Percent Change,2
7389,1/1/1994,Food & Drinks,Inventories - Monthly Percent Change,0
7391,1/1/1994,General Merch,Inventories - Monthly Percent Change,-1.5
7392,1/1/1994,General Merch,Inventories - Monthly Percent Change,-1.5
7415,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,-0.5
7416,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,-0.6
7419,1/1/1994,Pharmacy,Sales - Monthly Percent Change,1.3
7428,1/1/1994,General Merch,Sales - Monthly Percent Change,0
7429,1/1/1994,General Merch,Sales - Monthly Percent Change,0.4
7437,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,0.4
7531,1/1/1994,Food & Drinks,Sales- Monthly,31964
7533,1/1/1994,Food & Drinks,Sales- Monthly,29149
7539,1/1/1994,Pharmacy,Sales- Monthly,6883
7569,1/1/1994,General Merch,Sales- Monthly,23635
7573,1/1/1994,General Merch,Sales- Monthly,16543
7593,1/1/1994,Food & Drinks,Sales- Monthly,18962
7612,1/1/1994,Food & Drinks,Inventories- Monthly,27976
7614,1/1/1994,General Merch,Inventories- Monthly,54809
7615,1/1/1994,General Merch,Inventories- Monthly,41166
7630,1/1/1994,Food & Drinks,Inventories/Sales Ratio,0.88
7632,1/1/1994,General Merch,Inventories/Sales Ratio,2.32
7633,1/1/1994,General Merch,Inventories/Sales Ratio,2.49
7665,1/1/1994,Food & Drinks,Sales- Monthly,32222
7667,1/1/1994,Food & Drinks,Sales- Monthly,29410
7673,1/1/1994,Pharmacy,Sales- Monthly,6912
7703,1/1/1994,General Merch,Sales- Monthly,23889
7707,1/1/1994,General Merch,Sales- Monthly,16635
7727,1/1/1994,Food & Drinks,Sales- Monthly,18868
7746,1/1/1994,Food & Drinks,Inventories- Monthly,28033
7748,1/1/1994,General Merch,Inventories- Monthly,55163
7749,1/1/1994,General Merch,Inventories- Monthly,41290
7764,1/1/1994,Food & Drinks,Inventories/Sales Ratio,0.87
7766,1/1/1994,General Merch,Inventories/Sales Ratio,2.31
7767,1/1/1994,General Merch,Inventories/Sales Ratio,2.48
7773,1/1/1994,Food & Drinks,Inventories - Monthly Percent Change,0.2
7775,1/1/1994,General Merch,Inventories - Monthly Percent Change,0.6
7776,1/1/1994,General Merch,Inventories - Monthly Percent Change,0.3
7799,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,0.8
7800,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,0.9
7803,1/1/1994,Pharmacy,Sales - Monthly Percent Change,0.4
7812,1/1/1994,General Merch,Sales - Monthly Percent Change,1.1
7813,1/1/1994,General Merch,Sales - Monthly Percent Change,0.6
7821,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,-0.5
7899,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,0.6
7900,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,0.5
7903,1/1/1994,Pharmacy,Sales - Monthly Percent Change,0.2
7912,1/1/1994,General Merch,Sales - Monthly Percent Change,0.4
7913,1/1/1994,General Merch,Sales - Monthly Percent Change,0.2
7921,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,0.6
8015,1/1/1994,Food & Drinks,Sales- Monthly,32401
8017,1/1/1994,Food & Drinks,Sales- Monthly,29545
8023,1/1/1994,Pharmacy,Sales- Monthly,6923
8053,1/1/1994,General Merch,Sales- Monthly,23995
8057,1/1/1994,General Merch,Sales- Monthly,16676
8077,1/1/1994,Food & Drinks,Sales- Monthly,18978
8096,1/1/1994,Food & Drinks,Inventories- Monthly,28126
8098,1/1/1994,General Merch,Inventories- Monthly,55700
8099,1/1/1994,General Merch,Inventories- Monthly,41660
8114,1/1/1994,Food & Drinks,Inventories/Sales Ratio,0.87
8116,1/1/1994,General Merch,Inventories/Sales Ratio,2.32
8117,1/1/1994,General Merch,Inventories/Sales Ratio,2.5
8123,1/1/1994,Food & Drinks,Inventories - Monthly Percent Change,0.3
8125,1/1/1994,General Merch,Inventories - Monthly Percent Change,1
8126,1/1/1994,General Merch,Inventories - Monthly Percent Change,0.9
8139,1/1/1994,Food & Drinks,Inventories - Monthly Percent Change,-0.3
8141,1/1/1994,General Merch,Inventories - Monthly Percent Change,0.2
8142,1/1/1994,General Merch,Inventories - Monthly Percent Change,-0.1
8165,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,-0.6
8166,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,-0.7
8169,1/1/1994,Pharmacy,Sales - Monthly Percent Change,0.8
8178,1/1/1994,General Merch,Sales - Monthly Percent Change,1.1
8179,1/1/1994,General Merch,Sales - Monthly Percent Change,0.7
8187,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,0.2
8281,1/1/1994,Food & Drinks,Sales- Monthly,32196
8283,1/1/1994,Food & Drinks,Sales- Monthly,29343
8289,1/1/1994,Pharmacy,Sales- Monthly,6979
8319,1/1/1994,General Merch,Sales- Monthly,24255
8323,1/1/1994,General Merch,Sales- Monthly,16796
8343,1/1/1994,Food & Drinks,Sales- Monthly,19010
8362,1/1/1994,Food & Drinks,Inventories- Monthly,28055
8364,1/1/1994,General Merch,Inventories- Monthly,55833
8365,1/1/1994,General Merch,Inventories- Monthly,41635
8380,1/1/1994,Food & Drinks,Inventories/Sales Ratio,0.87
8382,1/1/1994,General Merch,Inventories/Sales Ratio,2.3
8383,1/1/1994,General Merch,Inventories/Sales Ratio,2.48
8415,1/1/1994,Food & Drinks,Sales- Monthly,32370
8417,1/1/1994,Food & Drinks,Sales- Monthly,29520
8423,1/1/1994,Pharmacy,Sales- Monthly,6953
8453,1/1/1994,General Merch,Sales- Monthly,24356
8457,1/1/1994,General Merch,Sales- Monthly,16866
8477,1/1/1994,Food & Drinks,Sales- Monthly,19028
8496,1/1/1994,Food & Drinks,Inventories- Monthly,28093
8498,1/1/1994,General Merch,Inventories- Monthly,56021
8499,1/1/1994,General Merch,Inventories- Monthly,41631
8514,1/1/1994,Food & Drinks,Inventories/Sales Ratio,0.87
8516,1/1/1994,General Merch,Inventories/Sales Ratio,2.3
8517,1/1/1994,General Merch,Inventories/Sales Ratio,2.47
8523,1/1/1994,Food & Drinks,Inventories - Monthly Percent Change,0.1
8525,1/1/1994,General Merch,Inventories - Monthly Percent Change,0.3
8526,1/1/1994,General Merch,Inventories - Monthly Percent Change,0
8549,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,0.5
8550,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,0.6
8553,1/1/1994,Pharmacy,Sales - Monthly Percent Change,-0.4
8562,1/1/1994,General Merch,Sales - Monthly Percent Change,0.4
8563,1/1/1994,General Merch,Sales - Monthly Percent Change,0.4
8571,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,0.1
8649,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,-0.2
8650,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,-0.3
8653,1/1/1994,Pharmacy,Sales - Monthly Percent Change,0.7
8662,1/1/1994,General Merch,Sales - Monthly Percent Change,0.9
8663,1/1/1994,General Merch,Sales - Monthly Percent Change,0.5
8671,1/1/1994,Food & Drinks,Sales - Monthly Percent Change,0.8
8765,1/1/1994,Food & Drinks,Sales- Monthly,32294
8767,1/1/1994,Food & Drinks,Sales- Monthly,29443
8773,1/1/1994,Pharmacy,Sales- Monthly,7001
8803,1/1/1994,General Merch,Sales- Monthly,24583
8807,1/1/1994,General Merch,Sales- Monthly,16949
8827,1/1/1994,Food & Drinks,Sales- Monthly,19178
8846,1/1/1994,Food & Drinks,Inventories- Monthly,28112
8848,1/1/1994,General Merch,Inventories- Monthly,56581
8849,1/1/1994,General Merch,Inventories- Monthly,41908
8864,1/1/1994,Food & Drinks,Inventories/Sales Ratio,0.87
8866,1/1/1994,General Merch,Inventories/Sales Ratio,2.3
8867,1/1/1994,General Merch,Inventories/Sales Ratio,2.47
8873,1/1/1994,Food & Drinks,Inventories - Monthly Percent Change,0.1
8875,1/1/1994,General Merch,Inventories - Monthly Percent Change,1
8876,1/1/1994,General Merch,Inventories - Monthly Percent Change,0.7
8889,1/1/1995,Food & Drinks,Inventories - Monthly Percent Change,0.2
8891,1/1/1995,General Merch,Inventories - Monthly Percent Change,1.2
8892,1/1/1995,General Merch,Inventories - Monthly Percent Change,1
8915,1/1/1995,Food & Drinks,Sales - Monthly Percent Change,1
8916,1/1/1995,Food & Drinks,Sales - Monthly Percent Change,1.2
8919,1/1/1995,Pharmacy,Sales - Monthly Percent Change,0.6
8928,1/1/1995,General Merch,Sales - Monthly Percent Change,1.4
8929,1/1/1995,General Merch,Sales - Monthly Percent Change,1.5
8937,1/1/1995,Food & Drinks,Sales - Monthly Percent Change,-0.1
9031,1/1/1995,Food & Drinks,Sales- Monthly,32625
9033,1/1/1995,Food & Drinks,Sales- Monthly,29791
9039,1/1/1995,Pharmacy,Sales- Monthly,7040
9069,1/1/1995,General Merch,Sales- Monthly,24936
9073,1/1/1995,General Merch,Sales- Monthly,17205
9093,1/1/1995,Food & Drinks,Sales- Monthly,19160
9112,1/1/1995,Food & Drinks,Inventories- Monthly,28171
9114,1/1/1995,General Merch,Inventories- Monthly,57240
9115,1/1/1995,General Merch,Inventories- Monthly,42314
9130,1/1/1995,Food & Drinks,Inventories/Sales Ratio,0.86
9132,1/1/1995,General Merch,Inventories/Sales Ratio,2.3
9133,1/1/1995,General Merch,Inventories/Sales Ratio,2.46
9165,1/1/1995,Food & Drinks,Sales- Monthly,32399
9167,1/1/1995,Food & Drinks,Sales- Monthly,29604
9173,1/1/1995,Pharmacy,Sales- Monthly,7021
9203,1/1/1995,General Merch,Sales- Monthly,24115
9207,1/1/1995,General Merch,Sales- Monthly,16680
9227,1/1/1995,Food & Drinks,Sales- Monthly,18911
9246,1/1/1995,Food & Drinks,Inventories- Monthly,28185
9248,1/1/1995,General Merch,Inventories- Monthly,58065
9249,1/1/1995,General Merch,Inventories- Monthly,42845
9264,1/1/1995,Food & Drinks,Inventories/Sales Ratio,0.87
9266,1/1/1995,General Merch,Inventories/Sales Ratio,2.41
9267,1/1/1995,General Merch,Inventories/Sales Ratio,2.57
9273,1/1/1995,Food & Drinks,Inventories - Monthly Percent Change,0
9275,1/1/1995,General Merch,Inventories - Monthly Percent Change,1.4
9276,1/1/1995,General Merch,Inventories - Monthly Percent Change,1.3
9299,1/1/1995,Food & Drinks,Sales - Monthly Percent Change,-0.7
9300,1/1/1995,Food & Drinks,Sales - Monthly Percent Change,-0.6
9303,1/1/1995,Pharmacy,Sales - Monthly Percent Change,-0.3
9312,1/1/1995,General Merch,Sales - Monthly Percent Change,-3.3
9313,1/1/1995,General Merch,Sales - Monthly Percent Change,-3.1
